"","CBX","data1_selection","data1_intersection","data1_infeasible","data2_selection","data2_intersection","data2_infeasible","data1_secretor_selection","data1_secretor_intersection","data1_secretor_infeasible","data2_secretor_selection","data2_secretor_intersection","data2_secretor_infeasible","background"
"2386","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1440,NA,NA,1440,364,NA,1440,NA,NA,1440,8832
"2387","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0",4796,NA,NA,NA,NA,NA,5240,36,NA,72,36,NA,13408
"2388","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0",171,NA,NA,NA,NA,NA,2084,74,NA,146,74,NA,12128
"2389","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1",2765,NA,NA,NA,NA,NA,2707,NA,NA,NA,NA,NA,9568
"2390","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0",3865,124,NA,124,124,NA,3687,108,NA,156,108,NA,6336
"2391","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0",645,NA,800,12,NA,800,941,6,800,35,6,800,3296
"2392","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1",1714,57,NA,66,57,NA,1147,NA,NA,NA,NA,NA,6336
"2393","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0",729,84,864,196,84,864,736,58,864,126,58,864,1600
"2394","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0",777,55,NA,110,55,NA,758,16,NA,186,16,NA,3616
"2395","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1",1714,18,NA,18,18,NA,1155,NA,NA,NA,NA,NA,6336
"2396","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0",738,53,864,76,53,864,754,55,864,108,55,864,1600
"2397","1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0",777,50,NA,76,50,NA,767,16,NA,178,16,NA,3616
"2398","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1",1218,NA,NA,NA,NA,NA,1316,NA,NA,NA,NA,NA,12768
"2399","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0",5520,NA,NA,NA,NA,NA,6323,31,NA,67,31,NA,13408
"2400","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0",621,NA,NA,NA,NA,NA,2880,62,NA,134,62,NA,12128
"2401","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1",994,NA,NA,NA,NA,NA,1114,NA,NA,NA,NA,NA,12192
"2402","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0",5448,NA,NA,NA,NA,NA,6175,31,NA,67,31,NA,13408
"2403","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0",557,NA,NA,NA,NA,NA,2801,62,NA,134,62,NA,12128
"2404","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1",224,NA,NA,NA,NA,NA,566,NA,NA,NA,NA,NA,10848
"2405","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0",4863,NA,NA,NA,NA,NA,5366,35,NA,71,35,NA,13408
"2406","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0",235,NA,NA,NA,NA,NA,2153,70,NA,142,70,NA,12128
"2407","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1440,NA,NA,1440,364,NA,1440,NA,NA,1440,8832
"2408","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0",4797,NA,NA,NA,NA,NA,5242,36,NA,72,36,NA,13408
"2409","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0",171,NA,NA,NA,NA,NA,2084,74,NA,146,74,NA,12128
"2410","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1",2763,NA,NA,NA,NA,NA,2705,NA,NA,NA,NA,NA,9568
"2411","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0",3865,124,NA,124,124,NA,3687,108,NA,156,108,NA,6336
"2412","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0",645,NA,800,12,NA,800,942,6,800,35,6,800,3296
"2413","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1",1714,57,NA,66,57,NA,1147,NA,NA,NA,NA,NA,6336
"2414","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0",729,84,864,196,84,864,736,58,864,126,58,864,1600
"2415","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0",777,55,NA,110,55,NA,758,16,NA,186,16,NA,3616
"2416","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1",1714,18,NA,18,18,NA,1155,NA,NA,NA,NA,NA,6336
"2417","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0",738,53,864,76,53,864,754,55,864,108,55,864,1600
"2418","1_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0",777,50,NA,76,50,NA,767,16,NA,178,16,NA,3616
"2419","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",1502,NA,9724,NA,NA,9724,1606,NA,9724,12,NA,9724,11648
"2420","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",5103,NA,6816,216,NA,6816,4456,78,6816,682,78,6816,11488
"2421","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",303,NA,5536,NA,NA,5536,1179,52,5536,214,52,5536,9888
"2422","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",5085,NA,6816,216,NA,6816,4348,76,6816,660,76,6816,11488
"2423","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",259,NA,5536,NA,NA,5536,1169,48,5536,196,48,5536,9888
"2424","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",567,NA,6496,NA,NA,6496,644,NA,6496,8,NA,6496,9888
"2425","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",4604,NA,6816,218,NA,6816,3605,77,6816,715,77,6816,11488
"2426","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",121,NA,5536,NA,NA,5536,718,53,5536,227,53,5536,9888
"2427","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",231,NA,11978,NA,NA,11978,481,NA,11978,10,NA,11978,8048
"2428","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",4598,NA,6816,220,NA,6816,3516,76,6816,693,76,6816,11488
"2429","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",77,NA,5536,NA,NA,5536,714,49,5536,209,49,5536,9888
"2430","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",1255,14,4656,130,14,4656,1496,58,4656,270,58,4656,8048
"2431","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",2689,84,2816,128,84,2816,1809,276,2816,504,276,2816,5104
"2432","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",266,3,2336,18,3,2336,359,17,2336,85,17,2336,2560
"2433","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",1093,176,3072,327,176,3072,907,94,3072,488,94,3072,4896
"2434","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",405,88,1800,158,88,1800,255,88,1800,244,88,1800,1000
"2435","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",375,48,1504,180,48,1504,364,56,1504,385,56,1504,2600
"2436","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",1037,68,3072,197,68,3072,825,9,3072,359,9,3072,5296
"2437","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",490,32,1800,69,32,1800,304,53,1800,201,53,1800,1256
"2438","1_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",342,14,1504,122,14,1504,312,27,1504,339,27,1504,2808
"2439","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",3469,NA,NA,NA,NA,NA,4442,NA,NA,24,NA,NA,21504
"2440","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",9895,NA,NA,410,NA,NA,10887,236,NA,1631,236,NA,20544
"2441","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",933,NA,NA,NA,NA,NA,3834,92,NA,490,92,NA,17664
"2442","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",2909,NA,28,NA,NA,28,4030,NA,28,24,NA,28,20544
"2443","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",9827,NA,NA,410,NA,NA,10623,234,NA,1607,234,NA,20544
"2444","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",805,NA,NA,NA,NA,NA,3772,88,NA,472,88,NA,17664
"2445","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",1412,NA,NA,NA,NA,NA,2092,NA,NA,16,NA,NA,18304
"2446","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",9017,NA,NA,412,NA,NA,9085,243,NA,1699,243,NA,20544
"2447","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",483,NA,NA,NA,NA,NA,2775,96,NA,513,96,NA,17664
"2448","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",544,NA,2432,NA,NA,2432,1491,NA,2432,20,NA,2432,14912
"2449","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",8960,NA,NA,414,NA,NA,8855,241,NA,1677,241,NA,20544
"2450","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",353,NA,NA,NA,NA,NA,2723,95,NA,497,95,NA,17664
"2451","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",3064,2,NA,34,2,NA,4006,15,NA,308,15,NA,14544
"2452","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",5156,123,NA,232,123,NA,4251,574,NA,961,574,NA,9128
"2453","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",628,NA,1088,19,NA,1088,966,28,1088,158,28,1088,4696
"2454","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",2256,184,NA,327,184,NA,2108,6,NA,438,6,NA,9088
"2455","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",876,82,1232,191,82,1232,635,90,1232,403,90,1232,2048
"2456","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",826,78,NA,282,78,NA,846,56,NA,614,56,NA,4792
"2457","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",2292,160,NA,250,160,NA,2182,6,NA,411,6,NA,9488
"2458","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",982,56,1232,133,56,1232,806,102,1232,374,102,1232,2304
"2459","1_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",834,73,NA,245,73,NA,859,56,NA,603,56,NA,5000
"2460","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1",2645,6,NA,836,6,NA,4647,64,NA,942,64,NA,30184
"2461","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0",13234,753,NA,2187,753,NA,11914,809,NA,1996,809,NA,29384
"2462","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0",968,5,NA,1043,5,NA,3287,278,NA,1542,278,NA,25224
"2463","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1",2049,6,NA,820,6,NA,4173,64,NA,922,64,NA,28840
"2464","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0",12932,747,NA,2191,747,NA,11520,795,NA,1992,795,NA,29384
"2465","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_1_0_0",782,5,NA,1047,5,NA,3189,270,NA,1540,270,NA,25224
"2466","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1",1149,2,NA,795,2,NA,2188,54,NA,933,54,NA,25704
"2467","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0",12071,739,NA,2262,739,NA,9714,702,NA,2096,702,NA,29384
"2468","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0",575,NA,NA,1075,NA,NA,2103,189,NA,1614,189,NA,25224
"2469","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1",344,NA,3416,719,NA,3416,1578,54,3416,821,54,3416,20944
"2470","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0",11784,735,NA,2269,735,NA,9327,689,NA,2093,689,NA,29384
"2471","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_1_0_0",389,NA,NA,1084,NA,NA,2015,182,NA,1615,182,NA,25224
"2472","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1",2836,398,NA,1022,398,NA,4328,436,NA,1115,436,NA,24744
"2473","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0",7851,519,NA,939,519,NA,5008,653,NA,1441,653,NA,15768
"2474","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_0_0",620,39,1576,199,39,1576,627,91,1576,507,91,1576,8968
"2475","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1",1890,322,NA,874,322,NA,1504,268,NA,900,268,NA,12088
"2476","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0",744,64,1784,239,64,1784,317,84,1784,440,84,1784,2400
"2477","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0",598,88,NA,562,88,NA,576,134,NA,768,134,NA,6480
"2478","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1",2000,361,NA,936,361,NA,1577,298,NA,953,298,NA,13568
"2479","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0",1312,106,1784,261,106,1784,701,125,1784,480,125,1784,3344
"2480","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0",623,92,NA,566,92,NA,616,139,NA,810,139,NA,7248
"2481","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1",975,NA,NA,NA,NA,NA,838,NA,NA,4,NA,NA,10752
"2482","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0",5447,50,NA,78,50,NA,4817,4,NA,24,4,NA,13728
"2483","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0",350,NA,NA,NA,NA,NA,1734,NA,NA,NA,NA,NA,11808
"2484","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1",691,NA,NA,NA,NA,NA,652,NA,NA,2,NA,NA,10240
"2485","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0",4971,50,NA,78,50,NA,4379,4,NA,8,4,NA,13728
"2486","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0",226,NA,NA,NA,NA,NA,1574,NA,NA,NA,NA,NA,11808
"2487","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1",335,NA,NA,NA,NA,NA,380,NA,NA,2,NA,NA,8928
"2488","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0",4001,50,NA,80,50,NA,2650,NA,NA,16,NA,NA,13728
"2489","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0",126,NA,NA,NA,NA,NA,877,NA,NA,NA,NA,NA,11808
"2490","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1",12,NA,1376,NA,NA,1376,145,NA,1376,NA,NA,1376,7040
"2491","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0",3527,50,NA,80,50,NA,2203,NA,NA,NA,NA,NA,13728
"2492","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,716,NA,NA,NA,NA,NA,11808
"2493","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1",1549,NA,NA,NA,NA,NA,1274,NA,NA,NA,NA,NA,14112
"2494","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0",6170,NA,NA,NA,NA,NA,4487,36,NA,86,36,NA,14688
"2495","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0",381,NA,1344,NA,NA,1344,654,NA,1344,16,NA,1344,8784
"2496","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1",698,NA,NA,NA,NA,NA,514,NA,NA,150,NA,NA,6216
"2497","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0",526,12,1504,18,12,1504,224,16,1504,157,16,1504,2032
"2498","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0",228,NA,NA,NA,NA,NA,494,NA,NA,156,NA,NA,5536
"2499","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1",778,NA,NA,NA,NA,NA,563,NA,NA,150,NA,NA,7008
"2500","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0",994,12,1504,12,12,1504,528,16,1504,130,16,1504,2832
"2501","1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0",244,NA,NA,NA,NA,NA,545,NA,NA,156,NA,NA,6176
"2502","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1",664,NA,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,8456
"2503","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0",3477,NA,NA,60,NA,NA,2854,NA,NA,NA,NA,NA,9096
"2504","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0",165,NA,NA,NA,NA,NA,805,NA,NA,NA,NA,NA,7816
"2505","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1",526,NA,NA,NA,NA,NA,504,NA,NA,NA,NA,NA,8072
"2506","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0",3365,NA,NA,60,NA,NA,2738,NA,NA,NA,NA,NA,9096
"2507","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0",123,NA,NA,NA,NA,NA,785,NA,NA,NA,NA,NA,7816
"2508","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1",138,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,7176
"2509","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0",3039,NA,NA,60,NA,NA,2340,NA,NA,NA,NA,NA,9096
"2510","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0",42,NA,NA,NA,NA,NA,529,NA,NA,NA,NA,NA,7816
"2511","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,952,NA,NA,952,208,NA,952,NA,NA,952,5840
"2512","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0",2939,NA,NA,60,NA,NA,2228,NA,NA,NA,NA,NA,9096
"2513","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,505,NA,NA,NA,NA,NA,7816
"2514","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1",1250,NA,NA,NA,NA,NA,818,NA,NA,NA,NA,NA,8456
"2515","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0",2674,NA,NA,6,NA,NA,2015,NA,NA,NA,NA,NA,5640
"2516","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0",237,NA,504,NA,NA,504,313,NA,504,NA,NA,504,3312
"2517","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1",549,NA,NA,NA,NA,NA,202,NA,NA,18,NA,NA,3712
"2518","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0",159,NA,568,32,NA,568,95,3,568,20,3,568,712
"2519","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0",148,NA,NA,NA,NA,NA,108,NA,NA,9,NA,NA,2080
"2520","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1",585,NA,NA,NA,NA,NA,156,NA,NA,18,NA,NA,4192
"2521","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0",357,NA,568,3,NA,568,223,3,568,20,3,568,1032
"2522","1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0",156,NA,NA,NA,NA,NA,117,NA,NA,9,NA,NA,2336
"2523","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1",664,NA,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,8456
"2524","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0",3477,NA,NA,60,NA,NA,2854,NA,NA,NA,NA,NA,9096
"2525","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0",165,NA,NA,NA,NA,NA,805,NA,NA,NA,NA,NA,7816
"2526","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1",526,NA,NA,NA,NA,NA,504,NA,NA,NA,NA,NA,8072
"2527","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0",3365,NA,NA,60,NA,NA,2738,NA,NA,NA,NA,NA,9096
"2528","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0",123,NA,NA,NA,NA,NA,785,NA,NA,NA,NA,NA,7816
"2529","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1",138,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,7176
"2530","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0",3039,NA,NA,60,NA,NA,2340,NA,NA,NA,NA,NA,9096
"2531","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0",42,NA,NA,NA,NA,NA,529,NA,NA,NA,NA,NA,7816
"2532","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,952,NA,NA,952,208,NA,952,NA,NA,952,5840
"2533","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0",2939,NA,NA,60,NA,NA,2228,NA,NA,NA,NA,NA,9096
"2534","1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,505,NA,NA,NA,NA,NA,7816
